station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
ZSHC,2020-10-20 19:30,120.1667,30.2333,62.60,59.00,88.00,M,1.94,0.00,30.09,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 201930Z VRB01MPS 6000 NSC 17/15 Q1019 NOSIG
ZSSS,2020-10-20 19:30,121.3363,31.1979,64.40,57.20,77.45,M,1.94,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 201930Z VRB01MPS CAVOK 18/14 Q1019 NOSIG
ZSPD,2020-10-20 19:30,121.7667,31.1167,64.40,60.80,88.09,340.00,5.83,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 201930Z 34003MPS CAVOK 18/16 Q1019 NOSIG
ZWWW,2020-10-20 19:30,87.4742,43.9071,44.60,24.80,45.44,150.00,3.89,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,42.23,ZWWW 201930Z 15002MPS CAVOK 07/M04 Q1021 NOSIG
ZBAD,2020-10-20 19:30,116.4106,39.5092,53.60,44.60,71.45,40.00,5.83,0.00,30.00,M,2.17,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZBAD 201930Z 04003MPS 010V070 3500 BR NSC 12/07 Q1016 NOSIG
ZMUB,2020-10-20 20:00,106.7666,47.8431,6.80,1.40,78.01,M,1.94,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZMUB 202000Z VRB01MPS CAVOK M14/M17 Q1017 NOSIG RMK QFE655.5 77
ZGHA,2020-10-20 20:00,112.8667,28.2333,57.20,55.40,93.69,360.00,9.72,0.00,30.21,M,4.97,M,OVC,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,ZGHA 202000Z 36005MPS 8000 OVC030 14/13 Q1023 NOSIG
ZBYN,2020-10-20 20:00,112.5500,37.7833,50.00,1.40,13.22,290.00,11.66,0.00,30.15,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBYN 202000Z 29006MPS 8000 NSC 10/M17 Q1021 NOSIG
ZGGG,2020-10-20 20:00,113.3008,23.3964,66.20,55.40,68.15,350.00,7.78,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 202000Z 35004MPS CAVOK 19/13 Q1016 NOSIG
ZGKL,2020-10-20 20:00,110.3000,25.3333,60.80,55.40,82.37,360.00,1.94,0.00,30.15,M,6.21,M,SCT,OVC,M,M,3000.00,5300.00,M,M,M,M,M,M,M,M,M,M,ZGKL 202000Z 36001MPS 9999 SCT030 OVC053 16/13 Q1021 NOSIG
ZGOW,2020-10-20 20:00,116.6833,23.4000,71.60,60.80,68.75,350.00,3.89,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGOW 202000Z 35002MPS 290V060 CAVOK 22/16 Q1013 NOSIG
ZHHH,2020-10-20 20:00,114.1300,30.6200,59.00,53.60,82.25,260.00,5.83,0.00,30.18,M,6.21,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,M,ZHHH 202000Z 26003MPS 210V300 9999 -RA NSC 15/12 Q1022 NOSIG
ZJHK,2020-10-20 20:00,110.4590,19.9349,75.20,68.00,78.34,360.00,7.78,0.00,29.94,M,6.21,M,SCT,SCT,M,M,2000.00,4000.00,M,M,M,M,M,M,M,M,M,M,ZJHK 202000Z 36004MPS 330V040 9999 SCT020 SCT040 24/20 Q1014 NOSIG
ZJSY,2020-10-20 20:00,109.4123,18.3029,71.60,68.00,88.43,M,1.94,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZJSY 202000Z VRB01MPS CAVOK 22/20 Q1012 NOSIG
ZUGY,2020-10-20 20:00,106.7333,26.5833,50.00,48.20,93.50,10.00,3.89,0.00,30.30,M,6.21,M,SCT,OVC,M,M,2600.00,4000.00,M,M,M,M,M,M,M,M,M,M,ZUGY 202000Z 01002MPS 9999 SCT026 OVC040 10/09 Q1026 NOSIG
ZGSZ,2020-10-20 20:00,114.1000,22.5500,69.80,57.20,64.26,360.00,9.72,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGSZ 202000Z 36005MPS CAVOK 21/14 Q1015 NOSIG
ZHCC,2020-10-20 20:00,113.6500,34.7167,51.80,50.00,93.55,M,1.94,0.00,30.06,M,1.86,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZHCC 202000Z VRB01MPS 3000 BR NSC 11/10 Q1018 NOSIG
ZGNN,2020-10-20 20:00,108.2167,22.6333,64.40,57.20,77.45,30.00,5.83,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGNN 202000Z 03003MPS 340V050 CAVOK 18/14 Q1019 NOSIG
ZBAA,2020-10-20 20:00,116.5870,40.0741,55.40,17.60,22.41,280.00,15.55,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAA 202000Z 28008MPS CAVOK 13/M08 Q1017 NOSIG
ZBHH,2020-10-20 20:00,111.6833,40.8167,28.40,14.00,54.31,140.00,3.89,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.35,ZBHH 202000Z 14002MPS 100V170 CAVOK M02/M10 Q1023 NOSIG
ZBSJ,2020-10-20 20:00,114.6973,38.2807,55.40,30.20,37.97,330.00,11.66,0.00,30.00,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBSJ 202000Z 33006MPS 6000 NSC 13/M01 Q1016 NOSIG
ZBTJ,2020-10-20 20:00,117.3462,39.1243,57.20,44.60,62.69,300.00,1.94,0.00,29.97,M,2.49,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 202000Z 30001MPS 4000 HZ NSC 14/07 Q1015 BECMG TL2130 32006MPS
ZYTL,2020-10-20 20:00,121.6333,38.9000,62.60,51.80,67.75,190.00,7.78,0.00,30.03,M,6.21,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZYTL 202000Z 19004MPS 140V240 9999 FEW026 17/11 Q1017 NOSIG
ZYTX,2020-10-20 20:00,123.4000,41.8000,59.00,42.80,54.86,180.00,3.89,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 202000Z 18002MPS CAVOK 15/06 Q1015 NOSIG
ZLLL,2020-10-20 20:00,103.7500,36.0200,32.00,17.60,54.87,M,1.94,0.00,30.36,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLLL 202000Z VRB01MPS 8000 NSC 00/M08 Q1028 NOSIG
ZLXY,2020-10-20 20:00,108.7516,34.4471,46.40,42.80,87.19,250.00,3.89,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,44.33,ZLXY 202000Z 25002MPS CAVOK 08/06 Q1023 NOSIG
ZSAM,2020-10-20 20:00,118.0833,24.4833,73.40,60.80,64.69,10.00,3.89,0.00,29.88,M,6.21,M,SCT,M,M,M,3300.00,M,M,M,M,M,M,M,M,M,M,M,ZSAM 202000Z 01002MPS 9999 SCT033 23/16 Q1012 NOSIG
ZPPP,2020-10-20 20:00,102.6833,25.0167,44.60,44.60,100.00,40.00,13.61,0.00,30.39,M,3.73,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA,M,M,M,M,M,M,37.52,ZPPP 202000Z 04007MPS 6000 -RA SCT003 SCT016 OVC030 07/07 Q1029 NOSIG
ZSFZ,2020-10-20 20:00,119.2833,26.0833,69.80,57.20,64.26,350.00,5.83,0.00,29.97,M,6.21,M,SCT,BKN,M,M,2700.00,5000.00,M,M,M,M,M,M,M,M,M,M,ZSFZ 202000Z 35003MPS 310V030 9999 SCT027 BKN050 21/14 Q1015 NOSIG
ZSHC,2020-10-20 20:00,120.1667,30.2333,62.60,57.20,82.50,M,1.94,0.00,30.09,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 202000Z VRB01MPS 6000 NSC 17/14 Q1019 NOSIG
ZSNB,2020-10-20 20:00,121.4619,29.8267,62.60,59.00,88.00,M,1.94,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNB 202000Z VRB01MPS CAVOK 17/15 Q1019 NOSIG
ZSOF,2020-10-20 20:00,117.2984,31.7800,59.00,55.40,87.83,300.00,3.89,0.00,30.12,M,2.49,M,NSC,M,M,M,M,M,M,M,-RA BR,M,M,M,M,M,M,M,ZSOF 202000Z 30002MPS 4000 -RA BR NSC 15/13 Q1020 NOSIG
ZSQD,2020-10-20 20:00,120.3333,36.0667,62.60,53.60,72.38,240.00,3.89,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 202000Z 24002MPS CAVOK 17/12 Q1018 NOSIG
ZSSS,2020-10-20 20:00,121.3363,31.1979,64.40,57.20,77.45,340.00,1.94,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 202000Z 34001MPS CAVOK 18/14 Q1019 NOSIG
ZUCK,2020-10-20 20:00,106.4800,29.5200,55.40,55.40,100.00,200.00,3.89,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUCK 202000Z 20002MPS CAVOK 13/13 Q1026 NOSIG
ZSNJ,2020-10-20 20:00,118.8667,31.7333,59.00,59.00,100.00,240.00,1.94,0.00,30.09,M,3.11,M,NSC,M,M,M,M,M,M,M,-RA BR,M,M,M,M,M,M,M,ZSNJ 202000Z 24001MPS 5000 -RA BR NSC 15/15 Q1019 NOSIG
ZSPD,2020-10-20 20:00,121.7667,31.1167,62.60,60.80,93.83,350.00,5.83,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 202000Z 35003MPS CAVOK 17/16 Q1019 NOSIG
ZUUU,2020-10-20 20:00,104.0167,30.6667,53.60,53.60,100.00,0.00,0.00,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUUU 202000Z 00000MPS CAVOK 12/12 Q1026 NOSIG
ZWWW,2020-10-20 20:00,87.4742,43.9071,42.80,24.80,48.67,150.00,3.89,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.13,ZWWW 202000Z 15002MPS CAVOK 06/M04 Q1021 NOSIG
ZYCC,2020-10-20 20:00,125.2167,43.9000,57.20,33.80,41.13,220.00,15.55,0.00,29.91,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYCC 202000Z 22008MPS CAVOK 14/01 Q1013 NOSIG
ZYHB,2020-10-20 20:00,126.5800,46.0200,57.20,42.80,58.52,190.00,13.61,0.00,29.80,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 202000Z 19007MPS 6000 NSC 14/06 Q1009 NOSIG
ZWSH,2020-10-20 20:00,75.9833,39.4667,51.80,15.80,23.65,320.00,9.72,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 202000Z 32005MPS CAVOK 11/M09 Q1024 NOSIG
ZBAD,2020-10-20 20:00,116.4106,39.5092,53.60,23.00,30.11,350.00,13.61,0.00,30.00,M,3.73,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAD 202000Z 35007MPS 6000 NSC 12/M05 Q1016 NOSIG
ZMUB,2020-10-20 20:30,106.7666,47.8431,10.40,6.80,85.05,M,1.94,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZMUB 202030Z VRB01MPS CAVOK M12/M14 Q1017 NOSIG RMK QFE655.4 82
ZBYN,2020-10-20 20:30,112.5500,37.7833,50.00,1.40,13.22,290.00,11.66,0.00,30.15,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBYN 202030Z 29006MPS 8000 NSC 10/M17 Q1021 NOSIG
ZGGG,2020-10-20 20:30,113.3008,23.3964,66.20,55.40,68.15,350.00,9.72,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 202030Z 35005MPS CAVOK 19/13 Q1016 NOSIG
ZBAA,2020-10-20 20:30,116.5870,40.0741,53.60,17.60,23.93,300.00,13.61,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAA 202030Z 30007MPS CAVOK 12/M08 Q1017 NOSIG
ZBTJ,2020-10-20 20:30,117.3462,39.1243,57.20,44.60,62.69,310.00,7.78,0.00,30.00,M,2.49,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 202030Z 31004MPS 240V340 4000 HZ NSC 14/07 Q1016 NOSIG
ZYTL,2020-10-20 20:30,121.6333,38.9000,62.60,51.80,67.75,190.00,9.72,0.00,30.03,M,6.21,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZYTL 202030Z 19005MPS 9999 FEW026 17/11 Q1017 NOSIG
ZYTX,2020-10-20 20:30,123.4000,41.8000,57.20,42.80,58.52,200.00,5.83,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 202030Z 20003MPS CAVOK 14/06 Q1015 NOSIG
ZSHC,2020-10-20 20:30,120.1667,30.2333,62.60,59.00,88.00,250.00,3.89,0.00,30.09,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 202030Z 25002MPS 8000 NSC 17/15 Q1019 NOSIG
ZSSS,2020-10-20 20:30,121.3363,31.1979,64.40,59.00,82.62,360.00,1.94,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 202030Z 36001MPS CAVOK 18/15 Q1018 NOSIG
ZSPD,2020-10-20 20:30,121.7667,31.1167,64.40,60.80,88.09,350.00,3.89,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 202030Z 35002MPS CAVOK 18/16 Q1018 NOSIG
ZWWW,2020-10-20 20:30,87.4742,43.9071,42.80,24.80,48.67,150.00,3.89,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.13,ZWWW 202030Z 15002MPS CAVOK 06/M04 Q1020 NOSIG
ZBAD,2020-10-20 20:30,116.4106,39.5092,55.40,21.20,26.13,350.00,17.49,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAD 202030Z 35009MPS CAVOK 13/M06 Q1016 NOSIG
ZMUB,2020-10-20 21:00,106.7666,47.8431,10.40,5.00,78.35,M,1.94,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZMUB 202100Z VRB01MPS CAVOK M12/M15 Q1017 NOSIG RMK QFE655.4 77
ZGHA,2020-10-20 21:00,112.8667,28.2333,57.20,53.60,87.74,350.00,7.78,0.00,30.21,M,6.21,M,OVC,M,M,M,5000.00,M,M,M,M,M,M,M,M,M,M,M,ZGHA 202100Z 35004MPS 9999 OVC050 14/12 Q1023 NOSIG
ZBYN,2020-10-20 21:00,112.5500,37.7833,48.20,-0.40,13.00,300.00,9.72,0.00,30.15,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,43.38,ZBYN 202100Z 30005MPS CAVOK 09/M18 Q1021 NOSIG
ZGGG,2020-10-20 21:00,113.3008,23.3964,66.20,55.40,68.15,350.00,9.72,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 202100Z 35005MPS CAVOK 19/13 Q1016 NOSIG
ZGKL,2020-10-20 21:00,110.3000,25.3333,60.80,55.40,82.37,M,1.94,0.00,30.15,M,6.21,M,SCT,BKN,M,M,3000.00,5300.00,M,M,M,M,M,M,M,M,M,M,ZGKL 202100Z VRB01MPS 9999 SCT030 BKN053 16/13 Q1021 NOSIG
ZGOW,2020-10-20 21:00,116.6833,23.4000,69.80,60.80,73.09,360.00,3.89,0.00,29.88,M,6.21,M,SCT,M,M,M,4000.00,M,M,M,M,M,M,M,M,M,M,M,ZGOW 202100Z 36002MPS 310V070 9999 SCT040 21/16 Q1012 NOSIG
ZHHH,2020-10-20 21:00,114.1300,30.6200,57.20,53.60,87.74,230.00,5.83,0.00,30.15,M,6.21,M,NSC,M,M,M,M,M,M,M,-RA,M,M,M,M,M,M,M,ZHHH 202100Z 23003MPS 200V270 9999 -RA NSC 14/12 Q1021 NOSIG
ZJHK,2020-10-20 21:00,110.4590,19.9349,73.40,66.20,78.19,350.00,9.72,0.00,29.94,M,6.21,M,SCT,SCT,M,M,2000.00,4000.00,M,M,M,M,M,M,M,M,M,M,ZJHK 202100Z 35005MPS 9999 SCT020 SCT040 23/19 Q1014 NOSIG
ZJSY,2020-10-20 21:00,109.4123,18.3029,71.60,68.00,88.43,M,1.94,0.00,29.88,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZJSY 202100Z VRB01MPS CAVOK 22/20 Q1012 NOSIG
ZUGY,2020-10-20 21:00,106.7333,26.5833,50.00,48.20,93.50,20.00,3.89,0.00,30.30,M,6.21,M,BKN,OVC,M,M,2000.00,4000.00,M,M,-RA,M,M,M,M,M,M,M,ZUGY 202100Z 02002MPS 9999 -RA BKN020 OVC040 10/09 Q1026 NOSIG
ZGSZ,2020-10-20 21:00,114.1000,22.5500,69.80,59.00,68.55,350.00,11.66,0.00,29.94,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGSZ 202100Z 35006MPS CAVOK 21/15 Q1014 NOSIG
ZHCC,2020-10-20 21:00,113.6500,34.7167,48.20,48.20,100.00,M,1.94,0.00,30.06,M,1.55,M,NSC,M,M,M,M,M,M,M,BR,M,M,M,M,M,M,M,ZHCC 202100Z VRB01MPS 2500 BR NSC 09/09 Q1018 BECMG TL2240 3000
ZGNN,2020-10-20 21:00,108.2167,22.6333,64.40,55.40,72.56,20.00,7.78,0.00,30.09,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGNN 202100Z 02004MPS 340V050 CAVOK 18/13 Q1019 NOSIG
ZBAA,2020-10-20 21:00,116.5870,40.0741,53.60,19.40,25.85,300.00,9.72,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAA 202100Z 30005MPS 260V330 CAVOK 12/M07 Q1018 NOSIG
ZBHH,2020-10-20 21:00,111.6833,40.8167,28.40,12.20,50.17,110.00,3.89,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,23.35,ZBHH 202100Z 11002MPS CAVOK M02/M11 Q1023 NOSIG
ZBSJ,2020-10-20 21:00,114.6973,38.2807,53.60,19.40,25.85,320.00,9.72,0.00,30.03,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBSJ 202100Z 32005MPS 8000 NSC 12/M07 Q1017 NOSIG
ZBTJ,2020-10-20 21:00,117.3462,39.1243,57.20,32.00,38.26,320.00,13.61,0.00,30.00,M,3.11,M,NSC,M,M,M,M,M,M,M,HZ,M,M,M,M,M,M,M,ZBTJ 202100Z 32007MPS 5000 HZ NSC 14/00 Q1016 NOSIG
ZYTL,2020-10-20 21:00,121.6333,38.9000,62.60,51.80,67.75,200.00,9.72,0.00,30.00,M,6.21,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZYTL 202100Z 20005MPS 170V230 9999 FEW026 17/11 Q1016 NOSIG
ZYTX,2020-10-20 21:00,123.4000,41.8000,59.00,41.00,51.18,200.00,5.83,0.00,29.97,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYTX 202100Z 20003MPS CAVOK 15/05 Q1015 NOSIG
ZLLL,2020-10-20 21:00,103.7500,36.0200,30.20,17.60,59.01,320.00,1.94,0.00,30.33,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLLL 202100Z 32001MPS 8000 NSC M01/M08 Q1027 NOSIG
ZLXY,2020-10-20 21:00,108.7516,34.4471,42.80,41.00,93.30,M,1.94,0.00,30.21,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZLXY 202100Z VRB01MPS CAVOK 06/05 Q1023 NOSIG
ZSAM,2020-10-20 21:00,118.0833,24.4833,75.20,60.80,60.90,350.00,3.89,0.00,29.88,M,6.21,M,BKN,M,M,M,4300.00,M,M,M,M,M,M,M,M,M,M,M,ZSAM 202100Z 35002MPS 310V030 9999 BKN043 24/16 Q1012 NOSIG
ZPPP,2020-10-20 21:00,102.6833,25.0167,44.60,44.60,100.00,50.00,13.61,0.00,30.39,M,4.35,M,SCT,SCT,OVC,M,300.00,1600.00,3000.00,M,-RA,M,M,M,M,M,M,37.52,ZPPP 202100Z 05007MPS 7000 -RA SCT003 SCT016 OVC030 07/07 Q1029 NOSIG
ZSFZ,2020-10-20 21:00,119.2833,26.0833,71.60,59.00,64.48,360.00,5.83,0.00,29.94,M,6.21,M,BKN,M,M,M,2700.00,M,M,M,M,M,M,M,M,M,M,M,ZSFZ 202100Z 36003MPS 320V020 9999 BKN027 22/15 Q1014 NOSIG
ZSHC,2020-10-20 21:00,120.1667,30.2333,62.60,59.00,88.00,180.00,3.89,0.00,30.06,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSHC 202100Z 18002MPS 8000 NSC 17/15 Q1018 NOSIG
ZSNB,2020-10-20 21:00,121.4619,29.8267,62.60,59.00,88.00,210.00,1.94,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSNB 202100Z 21001MPS CAVOK 17/15 Q1018 NOSIG
ZSOF,2020-10-20 21:00,117.2984,31.7800,59.00,55.40,87.83,240.00,3.89,0.00,30.12,M,1.86,M,NSC,M,M,M,M,M,M,M,-RA BR,M,M,M,M,M,M,M,ZSOF 202100Z 24002MPS 3000 -RA BR NSC 15/13 Q1020 NOSIG
ZSQD,2020-10-20 21:00,120.3333,36.0667,62.60,53.60,72.38,240.00,3.89,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSQD 202100Z 24002MPS 200V270 CAVOK 17/12 Q1018 NOSIG
ZSSS,2020-10-20 21:00,121.3363,31.1979,64.40,59.00,82.62,0.00,0.00,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSSS 202100Z 00000MPS CAVOK 18/15 Q1018 NOSIG
ZUCK,2020-10-20 21:00,106.4800,29.5200,55.40,55.40,100.00,210.00,1.94,0.00,30.30,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUCK 202100Z 21001MPS CAVOK 13/13 Q1026 NOSIG
ZSNJ,2020-10-20 21:00,118.8667,31.7333,59.00,59.00,100.00,M,1.94,0.00,30.12,M,3.11,M,NSC,M,M,M,M,M,M,M,-RA BR,M,M,M,M,M,M,M,ZSNJ 202100Z VRB01MPS 5000 -RA BR NSC 15/15 Q1020 NOSIG
ZSPD,2020-10-20 21:00,121.7667,31.1167,64.40,60.80,88.09,350.00,3.89,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZSPD 202100Z 35002MPS CAVOK 18/16 Q1018 NOSIG
ZUUU,2020-10-20 21:00,104.0167,30.6667,51.80,51.80,100.00,0.00,0.00,0.00,30.27,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZUUU 202100Z 00000MPS CAVOK 11/11 Q1025 NOSIG
ZWWW,2020-10-20 21:00,87.4742,43.9071,42.80,24.80,48.67,150.00,3.89,0.00,30.12,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,40.13,ZWWW 202100Z 15002MPS CAVOK 06/M04 Q1020 NOSIG
ZYCC,2020-10-20 21:00,125.2167,43.9000,55.40,37.40,50.64,200.00,13.61,0.00,29.91,M,6.21,M,SCT,M,M,M,3000.00,M,M,M,M,M,M,M,M,M,M,M,ZYCC 202100Z 20007MPS 9999 SCT030 13/03 Q1013 NOSIG
ZYHB,2020-10-20 21:00,126.5800,46.0200,57.20,42.80,58.52,200.00,13.61,0.00,29.77,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZYHB 202100Z 20007MPS CAVOK 14/06 Q1008 NOSIG
ZWSH,2020-10-20 21:00,75.9833,39.4667,50.00,14.00,23.37,320.00,9.72,0.00,30.24,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZWSH 202100Z 32005MPS CAVOK 10/M10 Q1024 NOSIG
ZBAD,2020-10-20 21:00,116.4106,39.5092,53.60,21.20,27.91,360.00,15.55,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAD 202100Z 36008MPS CAVOK 12/M06 Q1017 NOSIG
ZMUB,2020-10-20 21:30,106.7666,47.8431,8.60,5.00,84.93,M,1.94,0.00,30.03,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZMUB 202130Z VRB01MPS CAVOK M13/M15 Q1017 NOSIG RMK QFE655.6 84
ZBYN,2020-10-20 21:30,112.5500,37.7833,46.40,1.40,15.13,310.00,7.78,0.00,30.18,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,41.95,ZBYN 202130Z 31004MPS CAVOK 08/M17 Q1022 NOSIG
ZGGG,2020-10-20 21:30,113.3008,23.3964,66.20,55.40,68.15,340.00,7.78,0.00,30.00,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZGGG 202130Z 34004MPS CAVOK 19/13 Q1016 NOSIG
ZBAA,2020-10-20 21:30,116.5870,40.0741,51.80,19.40,27.62,310.00,9.72,0.00,30.06,M,6.21,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBAA 202130Z 31005MPS CAVOK 11/M07 Q1018 NOSIG
ZBTJ,2020-10-20 21:30,117.3462,39.1243,57.20,21.20,24.49,330.00,13.61,0.00,30.00,M,4.97,M,NSC,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,ZBTJ 202130Z 33007MPS 8000 NSC 14/M06 Q1016 NOSIG
ZYTL,2020-10-20 21:30,121.6333,38.9000,62.60,51.80,67.75,200.00,9.72,0.00,30.00,M,6.21,M,FEW,M,M,M,2600.00,M,M,M,M,M,M,M,M,M,M,M,ZYTL 202130Z 20005MPS 170V230 9999 FEW026 17/11 Q1016 NOSIG
